jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,4,5,6,3,1,nan,nan,2,nan,1,2,1,nan,nan,2,2,6,9,7,nan,7,5,5,6
02,5,4,4,2,4,3,1,4,1,1,3,2,3,5,3,8,10,8,7,4,9,7,6,7
03,7,8,7,1,7,2,nan,4,1,2,2,7,2,3,2,4,5,14,10,2,5,12,18,10
04,7,2,3,2,1,5,7,16,2,1,16,29,23,19,8,6,3,2,5,1,nan,4,7,23
05,9,8,5,8,7,6,2,1,nan,1,6,3,3,nan,1,nan,1,nan,8,nan,2,nan,nan,1
06,1,nan,nan,1,3,10,6,2,3,nan,nan,nan,nan,nan,2,3,4,7,12,3,5,3,5,2
07,3,5,3,5,3,5,2,nan,3,2,8,4,5,1,2,4,11,9,6,nan,1,3,1,6
08,3,nan,2,4,9,8,4,2,3,3,nan,5,1,4,1,3,7,8,17,7,8,4,1,2
09,nan,2,1,nan,nan,nan,1,nan,1,2,6,3,7,7,7,5,13,7,8,7,8,5,6,7
10,6,3,2,6,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10
12,6,4,nan,2,7,8,2,7,4,1,5,5,6,7,3,2,5,7,13,7,4,7,1,6
13,7,3,8,6,4,10,5,2,2,3,4,7,3,3,nan,7,29,7,9,7,6,5,6,13
14,6,4,10,5,5,6,3,5,2,4,5,4,3,4,1,4,2,nan,8,2,4,4,5,4
15,1,2,2,5,7,5,nan,2,1,2,nan,4,nan,1,nan,nan,nan,nan,3,4,1,1,3,19
16,1,10,2,nan,5,1,2,5,2,2,nan,nan,3,5,8,9,16,11,8,7,13,3,2,1
17,7,2,1,9,7,5,5,2,3,nan,nan,2,1,1,3,1,6,9,nan,5,12,3,nan,23
18,10,6,5,4,5,5,2,4,3,4,2,7,6,4,1,6,10,9,7,4,4,nan,5,5
19,3,nan,nan,8,17,4,4,2,2,1,4,5,1,2,4,7,7,14,19,7,5,nan,3,nan,nan
20,1,nan,1,8,1,nan,nan,1,3,1,nan,2,nan,nan,nan,nan,18,8,8,6,5,6,10,5
21,2,2,3,2,1,nan,nan,nan,nan,1,1,2,nan,nan,2,3,nan,nan,nan,2,1,2,1,2
22,1,nan,nan,nan,3,4,1,1,1,nan,nan,2,nan,nan,nan,nan,11,20,6,2,2,2,1,2
23,nan,2,1,nan,nan,nan,nan,2,2,nan,nan,3,1,8,1,2,7,nan,2,4,nan,1,1,8
24,6,4,1,2,7,1,nan,nan,4,1,nan,nan,nan,1,3,6,15,11,21,8,7,6,4,5
25,5,4,6,3,1,1,4,2,nan,1,3,9,5,7,3,8,4,21,2,6,5,2,1,5
26,5,7,5,4,5,2,2,3,3,2,4,4,2,3,9,8,8,11,10,6,2,4,6,7
27,7,4,4,2,8,11,1,nan,nan,4,4,4,3,1,4,2,8,1,3,1,2,8,2,6
28,1,4,5,2,9,4,2,4,nan,2,6,1,4,3,4,2,3,9,14,4,2,nan,nan,nan,nan
29,nan,1,6,3,8,1,1,5,2,1,1,8,1,8,3,5,12,11,12,1,nan,1,6,2
30,5,1,6,1,1,1,1,1,4,1,3,1,nan,nan,4,1,8,3,10,3,3,4,nan,5
31,6,5,2,nan,nan,nan,nan,nan,1,nan,2,nan,1,1,2,nan,nan,5,6,7,5,8,4,9
