nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,2,0,2,4,3,1,1,4,0,4,1,0,5,0,0,3,2,3,2,1,2,3,""
02,0,1,0,3,4,1,0,1,2,8,5,0,0,0,1,0,3,0,0,2,0,0,0,0,""
03,0,0,0,0,1,0,0,1,0,1,1,10,6,4,2,6,3,4,7,14,13,30,30,24,""
04,28,27,16,12,19,13,35,26,8,-1,2,2,4,3,9,6,6,5,8,12,16,16,29,33,""
05,21,25,16,19,22,16,14,15,11,15,12,5,2,4,0,9,8,7,14,17,20,19,31,23,""
06,17,21,11,16,17,15,17,9,14,3,11,10,5,9,11,9,3,5,8,15,11,24,28,33,""
07,17,19,12,26,22,12,15,9,6,5,6,6,9,5,6,4,6,6,5,8,12,16,29,29,""
08,22,19,15,17,14,11,13,13,10,4,3,2,5,1,4,3,2,6,5,9,13,25,29,24,""
09,26,13,23,16,19,13,10,8,16,10,9,6,8,6,4,0,6,4,9,11,15,14,24,14,""
10,20,21,19,16,13,18,17,17,9,7,10,12,2,6,6,5,3,6,4,19,15,14,16,19,""
11,17,10,19,24,20,17,18,13,12,13,16,7,5,4,3,2,5,2,8,13,12,18,24,21,""
12,15,12,10,16,14,16,11,13,17,9,8,7,10,4,1,6,3,10,3,5,14,21,20,21,""
13,13,12,17,16,11,17,12,16,11,10,6,6,5,5,10,4,5,7,6,13,16,21,17,9,""
14,0,1,0,0,1,1,1,0,0,1,3,4,6,13,3,4,3,9,9,9,20,15,13,17,""
15,18,17,22,27,17,19,18,14,16,12,10,8,7,7,3,2,4,7,6,12,19,27,16,31,""
16,30,18,27,27,27,17,7,27,12,10,6,6,5,5,3,6,6,8,9,15,11,17,17,18,""
17,26,30,20,25,27,26,21,11,13,8,9,3,6,3,7,3,13,8,14,10,9,16,27,26,""
18,10,17,15,27,27,11,19,13,18,12,11,5,2,9,7,9,6,7,8,20,25,29,27,29,""
19,27,17,29,12,19,20,20,21,8,11,23,6,7,2,6,1,3,7,5,10,22,21,26,23,""
20,25,15,18,19,17,17,8,3,0,1,3,0,4,0,2,1,0,2,1,2,1,0,4,4,""
21,1,2,0,0,2,3,1,1,0,3,6,7,0,1,5,1,0,7,11,15,17,20,26,34,""
22,24,24,23,16,18,19,15,8,7,10,11,5,9,2,8,3,6,7,2,13,15,24,26,26,""
23,23,24,14,25,21,16,15,14,9,4,0,6,1,1,6,5,8,13,10,7,13,19,24,23,""
24,21,22,27,32,25,24,20,19,14,10,2,7,3,6,7,7,7,3,7,11,18,19,18,34,""
25,27,23,26,31,23,20,14,13,13,5,6,7,3,3,10,4,1,6,10,11,16,21,25,17,""
26,9,12,25,25,14,22,16,12,12,13,8,7,5,6,2,3,11,4,3,17,16,13,25,28,""
27,23,18,16,23,25,24,24,22,14,11,5,6,6,7,4,4,1,3,15,15,16,22,26,18,""
28,30,28,14,27,15,14,17,14,17,17,6,5,0,1,5,2,5,5,10,12,22,18,17,34,""
29,30,23,22,20,23,12,13,15,11,10,8,3,3,1,2,6,4,7,12,17,12,17,20,21,""
30,19,17,12,23,19,17,2,3,2,3,2,4,1,3,3,7,5,6,9,13,15,13,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
