oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,222,208,241,233,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,126,120,109,136,118,150,193,264,254,221,216,""
05,229,295,276,244,214,211,244,188,182,157,172,143,149,126,109,111,101,127,175,182,217,202,220,219,""
06,230,252,221,247,244,193,224,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,152,148,123,102,120,106,126,138,191,200,230,227,202,""
08,201,226,275,250,249,251,223,210,205,161,173,124,161,123,102,111,110,130,154,186,203,198,217,181,""
09,228,252,221,215,210,199,196,202,162,138,108,115,111,108,121,89,134,137,166,183,240,253,220,193,""
10,234,268,254,211,194,2,1,1,3,12,12,104,132,104,90,96,116,97,143,185,190,194,185,193,""
11,198,223,207,196,185,185,177,162,174,145,133,100,123,121,95,81,118,120,141,171,201,248,1,0,""
12,0,0,0,0,0,0,115,171,155,137,104,98,110,109,98,97,139,104,153,202,207,193,218,173,""
13,234,265,184,98,-1,-1,-1,-1,95,149,201,139,144,125,91,105,147,126,137,155,211,223,182,177,""
14,223,228,182,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,6,1,29,105,83,76,98,89,81,86,127,126,157,146,172,233,221,184,""
18,228,252,211,193,174,180,164,146,148,135,125,114,142,124,114,104,132,136,175,195,223,234,223,241,""
19,228,250,249,201,212,171,216,178,139,118,121,97,107,122,94,99,156,141,161,193,211,174,200,196,""
20,205,282,226,224,199,189,181,165,169,121,113,105,119,131,80,100,128,159,189,214,214,227,224,217,""
21,236,268,230,192,194,200,204,200,176,155,124,129,116,114,87,103,138,146,154,169,177,204,198,213,""
22,229,284,270,230,201,205,196,198,153,131,98,89,111,88,96,84,121,131,133,140,143,132,144,133,""
23,157,250,170,143,143,155,148,127,135,105,83,83,81,83,80,61,66,66,106,112,162,157,140,134,""
24,160,207,143,105,107,106,112,104,99,82,95,91,93,62,74,77,84,105,125,125,177,167,208,308,""
25,337,387,283,294,315,236,195,150,152,142,143,158,119,134,95,94,106,118,161,207,246,235,202,173,""
26,227,229,207,227,215,214,159,151,122,113,108,100,93,104,65,83,104,97,142,153,212,166,179,163,""
27,185,215,206,160,154,144,155,146,119,113,108,119,138,98,83,101,103,113,158,185,231,189,184,154,""
28,211,226,195,174,170,154,133,137,149,117,122,109,120,96,99,108,144,140,159,213,195,190,208,180,""
29,207,238,207,191,158,165,164,155,156,154,128,119,104,91,81,91,114,128,140,188,212,195,189,157,""
30,209,180,178,199,156,149,158,148,153,111,91,135,109,107,85,81,100,109,121,162,205,201,180,161,""
31,197,231,166,177,164,146,137,112,159,151,118,126,107,105,132,107,140,161,233,211,186,238,207,198,""
[E]jlsh{eI,"z'{f"
