oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,28,8,12,15,10,11,22,17,21,21,33,44,55,""
05,47,38,34,47,48,31,20,23,6,6,2,12,10,14,8,11,8,7,8,16,22,15,29,16,""
06,42,42,33,28,31,34,16,24,14,22,22,19,14,13,17,6,10,7,7,14,24,26,34,30,""
07,36,35,30,33,24,25,16,18,9,17,12,10,9,9,5,17,16,7,12,15,22,19,30,28,""
08,30,50,49,41,39,38,31,22,19,25,16,17,11,10,8,5,9,14,20,10,19,11,18,46,""
09,47,31,32,25,38,28,19,10,10,29,18,7,13,11,11,25,3,15,17,21,12,24,31,44,""
10,39,28,32,39,20,23,24,23,18,15,10,14,14,6,19,3,4,5,8,15,25,27,32,32,""
11,36,33,41,34,45,38,16,14,6,8,28,21,20,19,10,6,4,6,10,15,19,19,36,25,""
12,37,28,35,42,40,45,30,10,18,13,21,17,8,4,7,4,3,1,8,9,19,24,34,41,""
13,48,56,41,41,41,42,18,13,12,11,21,11,13,32,9,8,4,6,5,6,15,20,33,27,""
14,31,26,44,24,34,33,21,9,5,12,10,7,25,16,19,5,7,8,16,13,22,19,30,28,""
15,37,43,36,35,42,35,38,24,19,3,1,0,-1,12,10,7,13,8,12,22,12,22,39,29,""
16,40,27,36,30,44,31,14,7,8,9,-1,10,4,5,9,6,3,6,13,18,15,27,27,24,""
17,34,40,18,28,1,0,1,2,0,13,10,12,7,7,4,7,7,4,8,16,15,18,28,18,""
18,27,36,41,41,31,25,14,14,15,8,5,7,7,5,5,3,6,3,3,2,0,3,2,0,""
19,0,2,0,2,0,1,1,0,7,10,17,8,17,8,3,5,5,7,10,20,24,25,37,32,""
20,37,38,50,48,25,39,15,22,11,11,8,6,11,5,3,7,4,4,3,18,24,22,31,33,""
21,17,30,42,30,23,49,25,22,15,11,5,10,7,5,2,6,8,11,14,20,17,13,43,30,""
22,51,30,34,36,33,22,24,23,17,14,18,8,4,11,6,5,6,8,6,20,21,21,32,39,""
23,37,35,43,38,30,24,25,11,9,-1,-1,-1,-1,-1,-1,-1,-1,0,10,15,19,24,30,35,""
24,31,42,48,26,34,31,27,8,13,18,20,12,11,5,9,10,12,5,18,12,28,27,32,33,""
25,31,44,35,32,28,39,26,16,20,20,10,11,10,10,8,3,4,5,19,18,19,29,33,44,""
26,35,31,38,28,36,36,31,19,19,26,10,8,9,10,13,10,9,7,3,17,22,29,33,46,""
27,37,31,44,26,22,26,18,20,21,11,9,5,9,14,7,10,4,11,13,25,25,35,27,32,""
28,40,40,44,38,37,25,38,11,17,21,16,11,12,6,10,5,14,12,15,9,23,19,33,33,""
29,37,29,34,26,33,29,30,21,16,11,17,17,10,9,17,5,8,9,11,12,17,28,23,25,""
30,24,26,33,19,20,19,24,20,17,9,10,8,12,8,2,8,5,8,17,19,25,20,37,34,""
31,29,31,23,23,20,21,7,1,0,1,2,1,2,1,1,4,1,2,0,1,1,0,-1,-1,""
