nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,230,246,208,191,201,186,200,229,137,133,129,136,115,102,101,113,149,119,203,200,215,203,177,188,""
02,235,234,249,225,220,237,217,164,76,146,134,95,113,121,105,109,138,139,181,223,247,233,173,188,""
03,233,279,233,224,184,183,160,170,176,147,118,116,113,87,81,117,145,139,176,235,209,215,193,233,""
04,221,183,224,221,151,169,194,183,181,144,360,210,106,80,107,75,141,145,195,306,154,202,167,180,""
05,198,242,219,198,165,155,173,151,165,135,127,120,139,101,116,213,310,328,434,424,225,233,204,248,""
06,315,339,344,335,278,247,156,196,195,169,127,120,148,116,121,121,175,292,292,296,346,223,195,228,""
07,285,459,331,266,215,201,189,187,155,135,94,94,93,127,94,102,104,121,180,201,224,219,213,174,""
08,221,241,208,185,188,178,183,176,143,110,108,98,86,95,103,121,203,291,205,344,347,244,235,214,""
09,192,227,244,207,192,169,173,158,72,95,102,31,68,59,48,43,50,62,89,110,97,105,86,75,""
10,83,109,88,77,81,62,76,74,91,102,59,70,48,40,52,39,45,56,72,89,87,115,85,83,""
11,84,108,106,86,79,97,165,84,116,80,57,48,65,55,38,46,57,66,84,81,87,88,92,70,""
12,101,91,119,81,69,69,78,81,65,51,55,61,42,39,50,60,55,61,70,76,79,71,74,53,""
13,82,91,126,99,59,30,-1,18,56,61,23,34,56,60,56,49,67,83,79,89,99,105,94,77,""
14,97,118,102,114,72,95,94,74,70,68,86,61,59,72,40,50,70,65,86,113,110,107,66,94,""
15,94,112,119,93,98,100,87,82,92,94,61,71,71,69,46,64,60,66,78,93,104,127,107,104,""
16,125,106,126,102,128,85,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
17,0,0,0,0,0,0,0,0,0,0,44,67,77,63,54,52,60,61,93,102,131,98,79,101,""
18,115,121,107,125,114,93,106,89,104,114,81,41,64,38,47,55,59,90,69,91,121,111,106,119,""
19,108,154,160,146,83,97,97,105,95,82,82,60,59,53,65,60,74,90,95,100,137,155,111,113,""
20,146,137,186,172,124,126,121,89,82,97,85,56,52,48,54,50,72,79,78,121,121,118,101,98,""
21,135,144,2,2,1,1,2,0,1,4,8,74,58,67,57,61,66,82,99,105,127,136,110,94,""
22,111,130,133,142,119,111,116,98,92,81,83,69,71,54,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,112,118,108,131,141,162,153,177,212,195,148,""
24,166,178,163,163,137,125,114,123,119,149,131,103,102,92,81,79,97,97,127,182,216,188,169,114,""
25,158,192,199,186,154,167,159,153,148,149,115,111,109,115,91,106,126,142,152,182,199,175,175,173,""
26,165,209,208,229,166,182,166,161,104,137,127,113,94,95,88,131,132,140,170,198,214,220,160,168,""
27,182,192,219,192,171,199,161,182,143,175,138,107,104,126,122,262,197,225,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,117,133,117,104,103,126,101,102,107,118,121,137,170,229,270,435,412,""
29,434,232,337,198,166,165,142,140,129,129,125,82,42,-1,-1,9,110,96,125,148,155,158,157,138,""
30,149,153,166,170,135,164,170,135,138,124,111,101,86,111,109,136,113,122,150,211,240,216,170,155,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]jlsh{eI,"z'{f"
