apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,157,148,163,162,126,154,178,197,136,109,72,96,95,77,62,56,40,58,64,77,98,136,147,146,""
02,153,159,152,136,114,164,163,168,135,112,95,79,111,77,54,52,53,49,71,101,140,169,153,160,""
03,164,163,157,138,136,165,155,159,145,95,88,93,92,57,45,47,48,47,78,82,144,135,124,154,""
04,132,138,130,119,124,114,140,151,99,83,67,76,84,68,34,52,43,44,65,98,96,135,125,135,""
05,135,141,136,134,116,132,128,136,103,101,70,69,69,55,40,35,33,53,64,95,102,116,133,137,""
06,118,116,144,122,117,123,152,149,123,100,78,73,67,52,46,43,36,47,62,80,95,106,107,131,""
07,119,135,125,104,99,135,141,139,88,72,59,70,82,59,38,43,32,62,55,97,101,142,122,113,""
08,133,115,121,112,124,125,150,142,120,87,74,79,79,62,37,37,33,54,78,233,111,116,154,152,""
09,117,131,132,142,111,147,150,140,111,104,81,75,103,65,57,45,36,55,64,89,132,305,328,141,""
10,156,146,175,139,137,148,168,174,117,84,66,76,68,56,45,45,41,45,66,89,118,128,144,142,""
11,145,136,133,130,143,120,152,175,113,49,39,72,95,58,43,43,46,51,66,86,114,125,131,138,""
12,125,124,125,115,118,142,133,142,112,113,161,72,106,57,45,40,46,83,44,91,104,117,122,145,""
13,135,133,132,127,116,120,150,152,101,75,81,94,87,69,58,33,39,50,77,97,109,106,138,122,""
14,132,130,163,52,-1,-1,30,156,123,88,86,80,74,97,62,49,48,54,141,110,118,115,125,137,""
15,149,147,131,134,118,144,165,140,120,91,65,83,89,103,210,47,41,52,67,107,148,126,127,134,""
16,128,162,146,152,137,167,163,168,150,93,71,83,103,58,53,43,43,42,66,92,96,120,127,147,""
17,142,139,160,178,166,169,160,156,138,77,90,85,89,55,54,52,38,49,53,84,103,130,127,137,""
18,135,171,0,1,0,4,17,15,34,111,77,108,104,102,44,52,42,50,46,86,102,135,128,140,""
19,142,122,141,152,142,158,180,149,122,92,78,94,98,69,59,41,53,59,66,88,110,138,142,143,""
20,133,117,141,152,159,154,157,168,97,92,80,67,104,76,52,29,42,53,74,96,115,174,139,142,""
21,146,143,159,170,155,164,173,175,133,96,77,78,100,86,49,56,42,54,81,119,125,173,162,134,""
22,190,174,161,221,4,0,92,166,144,114,106,103,119,84,69,52,33,42,72,84,106,138,132,156,""
23,136,132,160,189,164,210,193,198,134,108,93,113,108,74,69,59,38,57,79,114,113,145,149,164,""
24,126,131,182,181,199,208,187,182,158,111,109,113,113,101,64,50,49,55,93,92,125,135,144,140,""
25,153,159,138,152,161,174,201,125,109,65,42,60,68,56,70,68,142,143,134,139,158,160,173,171,""
26,166,168,183,181,206,223,212,189,146,104,120,107,123,95,108,59,46,68,87,179,133,148,175,166,""
27,157,226,185,213,218,228,210,188,143,122,113,98,118,117,88,62,43,50,93,102,105,139,165,167,""
28,183,190,177,184,208,211,152,133,124,144,87,133,136,309,78,37,42,63,66,75,85,113,103,96,""
29,82,107,105,33,-1,-1,81,210,132,99,85,122,158,106,65,75,60,64,91,101,145,155,161,175,""
30,173,195,206,199,250,267,261,240,181,136,122,129,134,121,93,60,54,59,77,110,168,169,173,165,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]jlsh{eI,"z'{f"
