feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,112,128,92,94,80,93,84,85,87,72,50,48,54,48,37,40,29,52,67,105,88,121,94,101,""
02,118,115,110,117,93,91,87,81,99,81,75,54,58,38,43,38,42,46,64,93,120,126,133,113,""
03,111,110,114,85,70,101,94,67,82,75,51,55,53,44,42,36,43,46,63,91,104,88,115,117,""
04,109,121,119,115,92,100,97,71,88,72,58,48,51,42,42,44,56,70,78,95,107,105,120,96,""
05,117,129,119,110,99,81,91,99,89,66,47,59,48,47,42,27,45,56,53,108,108,97,106,108,""
06,92,103,113,110,105,98,85,98,58,49,48,66,61,54,45,44,39,16,21,25,25,21,18,19,""
07,23,16,27,17,24,17,20,50,27,21,6,16,11,36,15,42,45,58,58,86,125,123,130,114,""
08,116,127,103,105,93,98,84,86,77,74,61,62,60,48,45,39,45,59,69,89,107,122,127,109,""
09,140,137,134,130,85,99,92,90,99,84,67,55,51,56,38,37,46,56,74,97,107,116,140,121,""
10,119,134,150,125,106,89,87,93,90,76,54,64,57,34,34,42,49,55,71,98,116,112,116,152,""
11,124,123,108,74,-1,-1,-1,-1,-1,-1,33,60,71,42,37,44,39,55,86,83,109,112,112,107,""
12,108,111,106,96,108,95,99,76,103,77,62,55,33,51,35,32,53,59,73,102,121,121,116,112,""
13,100,111,129,108,81,99,103,117,88,72,60,30,50,51,33,49,40,56,74,81,99,105,101,105,""
14,105,240,190,127,119,100,116,102,91,80,71,56,52,42,28,37,67,57,57,63,87,109,93,96,""
15,113,123,0,0,2,1,0,0,28,75,61,52,50,40,44,45,442,51,77,74,89,112,168,87,""
16,94,114,93,109,80,70,95,95,83,55,61,48,54,48,26,37,31,54,59,74,93,110,97,97,""
17,85,90,113,95,85,80,87,73,85,50,64,38,58,49,40,33,50,55,71,70,90,116,107,102,""
18,104,115,106,100,100,87,87,99,92,57,77,46,62,34,55,52,41,60,71,99,109,117,197,98,""
19,115,127,130,80,111,93,91,88,102,86,55,61,74,43,34,41,42,46,76,106,118,105,124,122,""
20,96,113,128,124,97,113,108,94,93,103,60,70,59,34,32,31,40,59,67,111,125,105,111,105,""
21,104,126,118,130,118,113,114,120,101,88,63,66,64,55,57,39,60,58,70,105,108,117,114,120,""
22,110,108,114,122,112,99,75,81,90,74,65,53,51,47,38,38,39,55,60,86,111,121,129,100,""
23,114,115,123,109,97,105,95,99,120,77,49,44,53,34,37,40,22,65,82,100,99,111,100,105,""
24,106,106,109,107,92,68,56,92,75,68,46,51,52,37,31,51,39,47,58,104,140,160,115,105,""
25,80,88,106,19,-1,-1,-1,48,18,3,1,9,10,8,6,6,5,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
