jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,21,34,38,34,86,91,76,57,44,71,101,86,72,60,35,20,19,20,26,31,22,12,21,""
02,28,29,43,44,56,58,82,52,65,70,53,46,40,59,31,41,47,61,35,27,26,35,21,27,""
03,17,19,31,36,44,86,84,100,119,80,98,89,93,75,62,55,51,46,35,18,19,13,59,60,""
04,42,36,41,48,61,75,75,52,75,55,64,85,57,51,53,26,27,34,33,28,31,34,34,25,""
05,76,64,68,81,86,103,127,113,82,78,90,96,100,61,68,61,39,35,37,35,38,39,44,53,""
06,46,50,60,76,87,95,75,119,91,50,34,58,39,48,67,64,20,15,19,13,13,24,33,17,""
07,69,59,59,63,72,119,112,91,101,100,86,97,90,83,81,63,38,32,47,35,30,35,18,17,""
08,26,35,42,54,63,112,122,89,65,69,82,101,98,70,69,69,43,19,8,31,20,27,24,33,""
09,22,34,28,44,73,66,66,63,66,73,95,100,88,73,53,49,35,13,20,17,8,25,5,9,""
10,23,30,40,73,78,82,97,77,57,64,35,47,57,57,43,30,30,29,27,32,26,42,31,25,""
11,42,36,41,48,61,75,75,52,75,55,64,85,57,51,53,26,27,34,33,28,31,34,34,25,""
12,17,19,31,36,44,85,84,100,115,80,97,89,93,75,62,55,51,46,35,18,19,13,59,60,""
13,28,29,43,44,56,58,72,52,65,69,53,46,40,59,31,41,47,60,35,27,26,35,21,27,""
14,16,21,34,38,34,74,81,76,54,42,63,121,109,102,79,69,59,40,22,20,38,36,15,17,""
15,25,42,40,44,40,88,147,98,100,86,114,114,106,90,81,52,20,19,20,25,35,22,12,21,""
16,16,21,34,38,34,74,90,76,109,67,108,103,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,42,48,41,70,78,79,111,120,130,141,124,111,89,65,69,52,71,80,79,66,51,""
28,23,30,40,69,74,77,137,140,101,94,62,78,55,71,46,99,34,28,25,27,31,30,15,21,""
29,48,49,55,50,68,86,89,90,69,72,85,76,73,74,69,51,77,61,35,27,26,35,21,27,""
30,28,29,43,44,56,58,82,52,65,70,59,64,76,58,64,50,28,36,61,36,18,6,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
