jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,005,013,013,011,005,012,010,006,005,008,010,008,004,013,003,011,004,004,001,004,006,003,004,005
02,004,007,003,010,007,010,010,012,010,003,007,006,008,005,007,005,003,003,001,003,002,002,003,004
03,004,007,007,006,008,004,008,005,008,007,004,006,006,004,003,012,006,003,001,001,005,005,002,002
04,000,002,002,004,006,005,004,006,004,009,004,002,006,005,003,005,007,006,003,000,000,005,002,004
05,003,005,000,004,006,003,008,003,003,005,006,003,003,006,006,011,001,001,003,001,001,000,004,003
06,001,003,004,005,013,004,008,004,002,004,006,008,006,007,007,002,006,004,004,003,005,009,003,005
07,002,008,007,008,006,002,010,003,005,006,006,003,005,008,005,006,001,004,002,001,001,004,006,006
08,001,001,004,004,002,003,011,004,004,006,001,005,005,001,006,002,003,003,001,002,002,001,003,004
09,004,006,009,003,008,004,004,006,003,001,008,007,002,003,004,004,008,000,002,002,001,000,004,005
10,008,007,003,008,005,006,003,007,011,005,003,003,002,005,005,000,002,004,004,002,003,003,005,004
11,004,006,003,010,007,004,006,010,005,006,004,008,008,006,002,007,012,002,001,003,005,009,012,012
12,010,008,009,006,012,004,009,008,014,007,007,006,005,002,006,010,004,006,006,003,005,005,001,006
13,006,005,009,004,004,010,014,014,008,007,005,008,006,006,003,004,002,004,002,004,006,006,004,001
14,004,003,007,009,003,006,004,004,007,006,003,004,007,006,005,003,004,003,003,003,001,005,002,005
15,007,008,010,006,011,005,012,007,004,007,010,004,004,004,007,005,006,004,002,003,001,007,005,008
16,006,003,011,005,011,004,007,008,007,005,011,009,002,006,002,003,000,001,001,001,005,008,006,004
17,013,007,010,007,017,015,008,007,009,006,007,004,004,008,006,002,005,005,002,004,003,003,002,004
18,004,006,006,003,008,007,012,007,006,003,009,005,004,004,004,004,006,002,005,003,005,002,010,006
19,007,007,009,011,006,008,011,000,007,007,009,009,005,003,002,003,004,003,006,002,008,006,004,006
20,005,009,004,009,003,003,005,014,004,002,007,007,002,003,000,006,002,007,005,001,002,004,007,006
21,008,005,014,012,004,007,011,007,010,008,003,004,006,003,006,006,004,004,005,003,006,005,013,012
22,005,005,005,011,006,007,014,006,008,007,008,008,003,004,004,008,004,004,008,009,004,008,011,009
23,006,008,016,013,008,006,013,010,007,006,008,006,002,006,005,006,010,006,004,004,005,012,008,012
24,009,006,016,012,008,007,009,011,008,007,007,010,008,005,004,002,010,001,005,004,004,004,004,007
25,008,013,014,015,006,006,-1,-1,002,004,007,005,009,004,006,006,001,004,008,003,006,010,010,003
26,009,012,011,011,008,014,016,009,009,009,008,009,004,005,008,001,005,003,004,005,005,008,011,005
27,014,001,013,009,013,014,013,006,008,005,006,005,002,003,006,009,008,002,003,005,003,004,007,033
28,035,009,012,011,006,014,012,013,008,005,008,008,007,008,008,008,003,004,004,007,002,006,007,002
29,009,024,010,026,015,014,010,007,009,008,004,006,008,004,005,005,003,002,005,003,003,003,007,009
30,009,013,009,015,006,009,013,013,005,007,009,004,004,008,005,005,003,004,002,007,008,009,009,009
31,012,021,010,009,005,007,009,005,006,007,007,010,006,002,-1,005,005,002,005,007,008,011,008,004
