jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,7,8,5,11,8,11,9,24,12,4,5,2,5,8,7,3,2,2,0,4,3,2,3,2
02,3,4,7,4,5,10,8,9,6,5,4,7,4,3,4,2,1,3,1,0,2,1,7,3
03,3,5,8,5,7,14,15,9,6,10,7,7,7,9,5,4,3,3,4,4,5,7,5,5
04,4,12,6,13,12,12,4,8,9,8,2,5,4,4,10,6,1,1,3,1,2,6,6,9
05,9,5,7,12,12,5,5,5,10,4,5,4,2,2,4,4,2,8,2,5,6,3,6,11
06,11,6,9,2,6,10,7,9,10,7,9,3,5,2,6,2,1,4,8,2,5,5,4,9
07,9,6,4,7,5,8,9,11,6,8,5,2,3,2,1,3,2,4,1,4,2,1,3,7
08,8,3,9,10,6,5,9,5,6,6,4,1,2,5,2,4,5,3,3,4,6,5,4,3
09,8,5,9,9,13,12,12,13,6,6,3,8,4,4,3,3,5,2,2,2,4,7,5,10
10,10,8,6,6,11,19,7,16,16,8,9,8,9,4,4,2,1,2,3,2,3,2,5,7
11,4,11,11,3,8,3,5,9,7,7,7,5,1,2,2,5,2,2,1,3,1,4,3,2
12,8,8,5,3,4,5,5,3,7,8,1,1,4,2,3,2,1,4,3,3,2,8,1,5
13,8,5,5,9,11,9,9,9,7,4,5,3,4,4,2,4,3,2,2,6,2,5,6,2
14,5,9,4,12,10,9,9,6,9,8,7,3,3,6,2,2,5,2,4,6,6,3,5,6
15,4,9,10,11,4,4,6,11,6,7,2,6,5,1,4,3,2,2,3,8,1,1,3,6
16,4,9,3,15,4,6,7,8,9,4,3,2,2,1,1,1,6,4,0,3,3,3,5,11
17,10,14,9,17,11,6,6,8,12,10,9,6,4,4,7,4,6,2,0,3,6,4,7,5
18,7,2,4,5,7,7,5,4,3,1,1,0,4,3,1,3,3,1,2,1,3,5,7,9
19,6,11,8,13,9,9,9,9,13,8,11,3,3,5,3,4,3,5,1,7,5,3,10,8
20,5,7,6,9,9,11,11,9,5,6,5,4,3,2,8,3,6,4,0,4,5,3,6,6
21,11,8,4,10,15,11,11,10,9,9,2,4,3,5,4,4,4,3,3,6,2,4,8,9
22,6,5,7,10,7,7,11,3,8,2,8,4,3,2,4,5,1,1,6,7,2,7,4,9
23,3,4,5,5,1,11,7,6,6,6,3,3,2,3,1,3,2,4,6,5,1,9,4,4
24,7,11,8,10,9,7,4,8,1,4,3,4,1,4,0,1,3,0,1,4,0,5,7,3
25,3,4,11,5,10,6,7,3,10,7,10,3,0,3,3,1,2,5,2,3,6,5,3,4
26,6,8,6,9,7,5,6,8,4,4,7,11,2,7,9,5,4,5,4,6,3,4,1,6
27,7,9,10,10,11,20,10,11,4,3,4,5,1,0,2,3,5,5,5,4,1,6,3,6
28,2,6,12,10,10,10,9,9,6,6,3,7,10,2,4,3,7,4,6,8,5,6,6,8
29,15,11,15,10,11,10,9,4,7,7,5,2,7,4,3,4,1,11,5,9,1,2,7,9
30,10,7,14,11,16,11,11,8,10,1,3,3,3,5,6,1,4,3,1,3,5,6,4,9
31,11,9,27,14,19,8,10,7,4,11,6,6,4,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
