may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
05,-1,-1,-1,-1,-1,45,68,182,185,171,179,246,54,-1,-1,-1,-1,58,-1,-1,-1,-1,-1,0,""
06,-1,-1,39,67,95,171,218,285,228,193,131,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,6,19,40,""
07,63,61,69,92,118,150,170,180,189,163,119,119,73,56,30,26,25,34,28,20,33,25,28,40,""
08,43,57,61,87,87,122,140,169,184,156,128,105,71,41,35,32,24,16,39,23,37,51,69,69,""
09,75,80,64,95,115,111,164,190,214,154,160,143,182,87,35,38,36,25,23,24,41,32,43,89,""
10,130,133,83,113,122,122,166,182,186,170,113,94,142,71,-1,-1,41,58,41,35,38,25,55,51,""
11,84,80,78,101,115,127,168,158,169,153,138,100,79,59,39,51,34,50,42,37,38,38,52,46,""
12,73,79,96,92,113,113,158,148,185,220,178,150,124,110,66,58,48,68,47,32,34,50,65,69,""
13,84,86,98,104,96,143,145,154,160,168,152,102,52,100,65,36,58,72,23,27,29,23,35,49,""
14,56,84,90,102,98,121,174,178,190,224,153,220,58,52,50,26,15,17,10,20,22,34,45,67,""
15,83,88,67,92,110,132,150,156,181,164,119,143,67,36,61,16,61,10,39,34,60,56,100,76,""
16,62,98,69,90,121,106,159,167,178,180,132,90,173,149,29,26,19,18,22,28,42,53,57,73,""
17,124,109,105,132,119,132,196,212,182,205,208,144,115,183,173,135,103,110,101,154,62,43,46,61,""
18,91,101,123,127,115,158,166,264,266,331,166,91,47,44,21,24,31,17,57,15,17,27,46,39,""
19,56,50,66,73,93,102,123,139,236,280,314,226,116,94,109,132,120,145,89,47,122,124,74,50,""
20,61,54,56,72,94,114,111,160,253,307,291,312,248,253,157,151,36,47,147,29,224,45,-1,0,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]n,"l{8VydIf{hgnl'o{"
