may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,33,43,36,51,53,75,61,78,71,61,47,51,59,66,58,51,20,15,16,21,17,21,34,44,""
02,43,37,62,-1,-1,-1,-1,-1,-1,68,54,47,45,46,44,36,36,22,17,14,18,22,19,33,""
03,28,28,45,68,48,54,60,67,60,68,66,55,75,47,48,42,31,21,26,17,16,27,29,27,""
04,40,40,50,58,63,73,85,78,96,104,59,39,51,49,47,38,27,17,20,25,15,20,28,37,""
05,41,46,44,55,53,91,82,81,85,106,85,54,49,49,49,38,26,22,15,19,27,21,22,32,""
06,51,41,38,98,64,69,80,97,92,74,63,59,57,54,41,41,21,25,18,13,27,28,44,37,""
07,45,34,39,52,77,79,129,100,95,89,68,44,44,54,34,36,28,19,10,15,20,17,31,35,""
08,43,30,31,56,73,81,94,96,83,91,93,89,77,81,55,41,32,23,15,24,26,26,34,44,""
09,36,34,45,62,92,79,99,98,104,83,73,60,68,67,41,44,34,22,20,12,19,24,36,39,""
10,31,44,47,77,87,89,97,103,118,94,86,58,42,66,55,52,38,23,18,15,18,26,27,28,""
11,29,45,50,54,73,66,82,91,77,73,52,49,60,61,53,41,23,18,16,29,20,34,38,37,""
12,44,35,52,52,82,68,96,99,82,76,63,47,54,56,63,59,30,12,30,17,15,22,25,37,""
13,24,37,41,51,67,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]mh`mI{hm`fdl}lf{'ye,"z'jfd"
