sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,010,010,005,007,012,-1,-1,-1,-1,-1,002,009,006,003,-1,-1,000,008,003,-1,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,001,001,002,006,003,001,004,013,006,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,004,007,003,002,001,001,004,000,003,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,000,003,004,003,005,007,006,008,011,008,012
05,012,014,000,-1,-1,-1,-1,002,004,004,005,006,-1,-1,-1,004,005,008,004,011,005,007,011,009
06,007,010,013,017,000,-1,-1,-1,-1,-1,-1,-1,002,010,006,007,004,008,004,010,012,005,006,011
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,003,003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
08,-1,-1,-1,-1,-1,-1,-1,000,006,007,005,010,007,009,004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,007,005,002,003,003,005,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,003,-1,-1,-1
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,-1,002,004,003,003,008,007,004,001,005,010,006,013,007,005,008,006
24,007,007,006,011,010,012,002,010,012,002,007,003,002,005,005,006,008,013,005,007,005,007,005,004
25,012,012,014,010,006,006,006,004,004,002,003,001,005,003,007,004,006,007,009,008,005,013,009,009
26,006,009,010,007,015,012,007,018,010,011,007,008,005,007,009,004,002,010,011,009,014,009,009,007
27,012,008,009,013,008,005,011,007,007,004,011,013,004,001,012,006,009,009,013,005,008,020,007,006
28,008,004,009,005,010,013,007,011,015,011,007,008,009,009,010,008,004,008,009,005,016,014,011,011
29,007,010,005,012,012,012,009,007,004,010,009,006,003,006,006,004,010,007,013,008,011,002,011,008
30,009,012,010,017,008,010,009,010,017,009,004,006,005,007,004,003,008,009,014,011,016,009,010,004
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
