sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,216,271,247,245,228,218,211,182,210,211,224,121,87,106,151,119,187,109,45,30,28,123,159,252,""
02,91,144,235,182,114,194,164,173,335,268,309,352,-1,-1,-1,-1,-1,-1,166,58,-1,47,37,54,""
03,165,140,193,222,221,203,191,159,179,110,151,84,64,68,43,75,14,23,31,38,27,6,49,35,""
04,66,92,112,77,72,63,87,84,91,57,60,45,74,58,15,32,13,44,34,13,11,60,129,134,""
05,81,87,126,115,68,96,137,103,130,79,112,179,239,250,-1,19,23,33,14,58,17,17,26,33,""
06,53,63,89,50,51,59,43,33,83,43,164,195,66,44,32,27,16,14,12,24,18,129,38,54,""
07,71,60,110,86,58,82,83,79,73,71,74,65,76,68,57,56,184,180,37,81,95,37,48,54,""
08,116,108,157,107,101,56,96,83,87,78,67,69,77,53,36,58,55,177,209,8,7,69,47,57,""
09,66,92,66,66,93,94,111,114,107,66,66,70,81,39,43,25,32,504,14,174,39,82,174,-1,""
10,-1,124,91,117,96,86,103,102,84,69,-1,-1,-1,-1,-1,-1,-1,-1,1,54,17,189,22,57,""
11,63,109,62,77,95,86,114,148,260,87,270,515,261,101,70,43,288,87,119,5,37,266,341,65,""
12,142,207,181,202,204,247,510,266,229,250,310,365,286,192,469,576,306,328,112,67,17,30,24,102,""
13,202,167,126,105,120,117,272,389,-1,-1,-1,19,171,539,157,447,126,12,416,111,1,1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
