may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,165,168,218,225,253,228,228,213,162,105,137,145,141,110,82,63,57,46,74,100,124,135,166,167,""
02,194,180,217,234,260,242,222,194,170,170,120,145,124,113,70,69,54,68,85,84,131,154,164,162,""
03,160,179,215,234,284,294,284,205,190,167,93,109,126,107,92,52,75,77,67,99,132,151,172,153,""
04,172,214,226,230,291,295,267,252,192,163,147,112,151,113,81,72,47,130,167,145,121,172,181,190,""
05,198,222,276,301,313,270,234,253,176,147,123,132,157,119,35,73,41,53,81,94,149,164,170,158,""
06,182,216,186,209,235,229,243,190,195,130,106,95,121,83,54,63,42,53,171,162,133,145,171,197,""
07,159,200,205,247,237,246,241,242,186,107,106,104,118,115,81,73,53,55,81,103,144,185,186,167,""
08,158,202,264,275,279,263,250,195,168,123,123,131,168,113,94,63,56,43,73,92,139,197,286,213,""
09,187,221,250,237,283,251,283,233,172,127,116,133,137,114,75,83,55,66,79,98,115,157,162,177,""
10,148,187,231,217,251,250,265,222,173,109,124,132,122,117,82,54,51,59,65,109,125,182,200,192,""
11,157,173,216,239,248,232,273,244,177,128,119,153,169,155,83,81,62,71,89,106,136,170,168,139,""
12,185,258,242,204,-1,-1,48,285,217,72,187,223,226,186,110,119,97,120,154,229,193,232,267,242,""
13,253,244,270,308,309,333,316,302,242,199,230,209,239,316,111,94,115,124,557,748,690,635,600,516,""
14,357,265,312,316,274,212,136,9,136,142,264,421,253,188,108,78,127,78,120,210,198,205,256,243,""
15,248,249,278,291,344,127,154,8,65,74,100,51,41,23,88,139,60,56,77,121,147,174,182,146,""
16,172,199,170,171,234,233,244,198,123,115,122,132,135,104,101,89,57,71,110,131,149,151,181,185,""
17,170,200,176,204,220,232,240,218,172,118,132,135,144,129,75,85,62,62,106,101,132,168,156,171,""
18,177,181,211,217,226,302,467,219,176,110,110,145,172,151,113,76,62,80,107,161,149,167,180,188,""
19,191,214,212,218,257,263,348,234,155,140,131,146,148,114,77,112,63,67,89,140,169,222,194,202,""
20,189,190,197,228,224,260,273,257,177,144,134,138,166,137,98,86,56,80,107,106,158,162,175,200,""
21,193,194,231,249,227,272,261,246,173,121,124,163,140,130,145,94,77,51,99,91,151,175,221,223,""
22,215,200,180,240,221,258,236,205,219,101,132,172,169,153,101,62,76,63,79,120,152,170,208,175,""
23,136,163,3,1,1,2,0,1,0,2,2,126,152,143,103,87,71,74,88,101,115,153,166,198,""
24,168,245,194,204,238,209,221,184,133,140,64,158,201,151,93,76,62,69,188,188,221,229,242,207,""
25,246,292,292,200,242,265,285,241,177,112,69,134,166,132,102,82,73,65,125,120,172,216,216,204,""
26,186,202,225,203,271,389,18,63,214,320,165,10,226,184,274,130,134,206,271,148,172,173,173,166,""
27,163,221,183,188,221,213,234,202,173,151,80,107,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
